"","Date","variable","value"
"1426",2012-10-22,"PC",24
"1427",2012-10-23,"PC",24
"1428",2012-10-24,"PC",24
"1429",2012-10-25,"PC",24
"1430",2012-10-26,"PC",24
"1431",2012-10-27,"PC",24
"1432",2012-10-28,"PC",24
"1433",2012-10-29,"PC",24
"1434",2012-10-30,"PC",24
"1435",2012-10-31,"PC",24
"1436",2012-11-01,"PC",24
"1437",2012-11-02,"PC",24
"1438",2012-11-03,"PC",24
"1439",2012-11-04,"PC",24
"1440",2012-11-05,"PC",24
"1441",2012-11-06,"PC",24
"1442",2012-11-07,"PC",24
"1443",2012-11-08,"PC",24
"1444",2012-11-09,"PC",24
"1445",2012-11-10,"PC",24
"1446",2012-11-11,"PC",24
"1447",2012-11-12,"PC",24
"1448",2012-11-13,"PC",24
"1449",2012-11-14,"PC",24
"1450",2012-11-15,"PC",24
"1451",2012-11-16,"PC",24
"1452",2012-11-17,"PC",24
"1453",2012-11-18,"PC",24
"1454",2012-11-19,"PC",24
"1455",2012-11-20,"PC",24
"1456",2012-11-21,"PC",24
"1457",2012-11-22,"PC",24
"1458",2012-11-23,"PC",24
"1459",2012-11-24,"PC",24
"1460",2012-11-25,"PC",24
"1461",2012-11-26,"PC",24
"1462",2012-11-27,"PC",24
"1463",2012-11-28,"PC",24
"1464",2012-11-29,"PC",24
"1465",2012-11-30,"PC",24
"1466",2012-12-01,"PC",24
"1467",2012-12-02,"PC",24
"1468",2012-12-03,"PC",24
"1469",2012-12-04,"PC",24
"1470",2012-12-05,"PC",24
"1471",2012-12-06,"PC",24
"1472",2012-12-07,"PC",24
"1473",2012-12-08,"PC",24
"1474",2012-12-09,"PC",24
"1475",2012-12-10,"PC",24
"1476",2012-12-11,"PC",24
"1477",2012-12-12,"PC",24
"1478",2012-12-13,"PC",24
"1479",2012-12-14,"PC",24
"1480",2012-12-15,"PC",24
"1481",2012-12-16,"PC",24
"1482",2012-12-17,"PC",24
"1483",2012-12-18,"PC",24
"1484",2012-12-19,"PC",24
"1485",2012-12-20,"PC",24
"1486",2012-12-21,"PC",24
"1487",2012-12-22,"PC",24
"1488",2012-12-23,"PC",24
"1489",2012-12-24,"PC",24
"1490",2012-12-25,"PC",24
"1491",2012-12-26,"PC",24
"1492",2012-12-27,"PC",24
"1493",2012-12-28,"PC",24
"1494",2012-12-29,"PC",24
"1495",2012-12-30,"PC",24
"1496",2012-12-31,"PC",24
"1497",2013-01-01,"PC",24
"1498",2013-01-02,"PC",24
"1499",2013-01-03,"PC",24
"1500",2013-01-04,"PC",24
"1501",2013-01-05,"PC",24
"1502",2013-01-06,"PC",24
"1503",2013-01-07,"PC",24
"1504",2013-01-08,"PC",24
"1505",2013-01-09,"PC",24
"1506",2013-01-10,"PC",24
"1507",2013-01-11,"PC",24
"1508",2013-01-12,"PC",24
"1509",2013-01-13,"PC",24
"1510",2013-01-14,"PC",24
"1511",2013-01-15,"PC",24
"1512",2013-01-16,"PC",24
"1513",2013-01-17,"PC",24
"1514",2013-01-18,"PC",24
"1515",2013-01-19,"PC",24
"1516",2013-01-20,"PC",24
"1517",2013-01-21,"PC",24
"1518",2013-01-22,"PC",24
"1519",2013-01-23,"PC",24
"1520",2013-01-24,"PC",24
"1521",2013-01-25,"PC",24
"1522",2013-01-26,"PC",24
"1523",2013-01-27,"PC",24
"1524",2013-01-28,"PC",24
"1525",2013-01-29,"PC",24
"1526",2013-01-30,"PC",24
"1527",2012-06-27,"Kettle",19.3822222222222
"1528",2012-06-28,"Kettle",4.44583333333333
"1529",2012-06-29,"Kettle",4.74333333333333
"1530",2012-06-30,"Kettle",4.53416666666667
"1531",2012-07-01,"Kettle",4.37472222222222
"1532",2012-07-02,"Kettle",4.76055555555556
"1533",2012-07-03,"Kettle",4.66194444444444
"1534",2012-07-04,"Kettle",4.54027777777778
"1535",2012-07-05,"Kettle",16.5116666666667
"1536",2012-07-06,"Kettle",19.0513888888889
"1537",2012-07-07,"Kettle",4.87111111111111
"1538",2012-07-08,"Kettle",4.70444444444444
"1539",2012-07-09,"Kettle",4.86416666666667
"1540",2012-07-10,"Kettle",4.57361111111111
"1541",2012-07-11,"Kettle",4.95083333333333
"1542",2012-07-12,"Kettle",4.84444444444444
"1543",2012-07-13,"Kettle",4.87472222222222
"1544",2012-07-14,"Kettle",4.6975
"1545",2012-07-15,"Kettle",4.63666666666667
"1546",2012-07-16,"Kettle",4.71833333333333
"1547",2012-07-17,"Kettle",4.55083333333333
"1548",2012-07-18,"Kettle",4.75527777777778
"1549",2012-07-19,"Kettle",4.68194444444444
"1550",2012-07-20,"Kettle",4.96305555555556
"1551",2012-07-21,"Kettle",4.84027777777778
"1552",2012-07-22,"Kettle",0
"1553",2012-07-23,"Kettle",0
"1554",2012-07-24,"Kettle",0
"1555",2012-07-25,"Kettle",0
"1556",2012-07-26,"Kettle",0
"1557",2012-07-27,"Kettle",0
"1558",2012-07-28,"Kettle",0
"1559",2012-07-29,"Kettle",0
"1560",2012-07-30,"Kettle",0
"1561",2012-07-31,"Kettle",0
"1562",2012-08-01,"Kettle",0
"1563",2012-08-02,"Kettle",0
"1564",2012-08-03,"Kettle",0
"1565",2012-08-04,"Kettle",0
"1566",2012-08-05,"Kettle",0
"1567",2012-08-06,"Kettle",0
"1568",2012-08-07,"Kettle",0
"1569",2012-08-08,"Kettle",0
"1570",2012-08-09,"Kettle",0
"1571",2012-08-10,"Kettle",0
"1572",2012-08-11,"Kettle",0
"1573",2012-08-12,"Kettle",0
"1574",2012-08-13,"Kettle",0
"1575",2012-08-14,"Kettle",0
"1576",2012-08-15,"Kettle",0
"1577",2012-08-16,"Kettle",0
"1578",2012-08-17,"Kettle",0
"1579",2012-08-18,"Kettle",0
"1580",2012-08-19,"Kettle",0
"1581",2012-08-20,"Kettle",0
"1582",2012-08-21,"Kettle",0
"1583",2012-08-22,"Kettle",0
"1584",2012-08-23,"Kettle",0
"1585",2012-08-24,"Kettle",0
"1586",2012-08-25,"Kettle",0
"1587",2012-08-26,"Kettle",0
"1588",2012-08-27,"Kettle",0
"1589",2012-08-28,"Kettle",0
"1590",2012-08-29,"Kettle",0
"1591",2012-08-30,"Kettle",0
"1592",2012-08-31,"Kettle",0
"1593",2012-09-01,"Kettle",0
"1594",2012-09-02,"Kettle",0
"1595",2012-09-03,"Kettle",0
"1596",2012-09-04,"Kettle",0
"1597",2012-09-05,"Kettle",0
"1598",2012-09-06,"Kettle",0
"1599",2012-09-07,"Kettle",0
"1600",2012-09-08,"Kettle",0
"1601",2012-09-09,"Kettle",0
"1602",2012-09-10,"Kettle",0
"1603",2012-09-11,"Kettle",0
"1604",2012-09-12,"Kettle",0
"1605",2012-09-13,"Kettle",0
"1606",2012-09-14,"Kettle",0
"1607",2012-09-15,"Kettle",0
"1608",2012-09-16,"Kettle",0
"1609",2012-09-17,"Kettle",0
"1610",2012-09-18,"Kettle",0
"1611",2012-09-19,"Kettle",0
"1612",2012-09-20,"Kettle",0
"1613",2012-09-21,"Kettle",0
"1614",2012-09-22,"Kettle",0
"1615",2012-09-23,"Kettle",0
"1616",2012-09-24,"Kettle",0
"1617",2012-09-25,"Kettle",0
"1618",2012-09-26,"Kettle",0
"1619",2012-09-27,"Kettle",0
"1620",2012-09-28,"Kettle",0
"1621",2012-09-29,"Kettle",0
"1622",2012-09-30,"Kettle",0
"1623",2012-10-01,"Kettle",0
"1624",2012-10-02,"Kettle",0
"1625",2012-10-03,"Kettle",0
"1626",2012-10-04,"Kettle",0
"1627",2012-10-05,"Kettle",0
"1628",2012-10-06,"Kettle",0
"1629",2012-10-07,"Kettle",0
"1630",2012-10-08,"Kettle",0
"1631",2012-10-09,"Kettle",0
"1632",2012-10-10,"Kettle",0
"1633",2012-10-11,"Kettle",0
"1634",2012-10-12,"Kettle",0
"1635",2012-10-13,"Kettle",0
"1636",2012-10-14,"Kettle",0
"1637",2012-10-15,"Kettle",0
"1638",2012-10-16,"Kettle",0
"1639",2012-10-17,"Kettle",0
"1640",2012-10-18,"Kettle",0
"1641",2012-10-19,"Kettle",0
"1642",2012-10-20,"Kettle",0
"1643",2012-10-21,"Kettle",0
"1644",2012-10-22,"Kettle",0
"1645",2012-10-23,"Kettle",0
"1646",2012-10-24,"Kettle",0
"1647",2012-10-25,"Kettle",0
"1648",2012-10-26,"Kettle",0
"1649",2012-10-27,"Kettle",0
"1650",2012-10-28,"Kettle",0
"1651",2012-10-29,"Kettle",0
"1652",2012-10-30,"Kettle",0
"1653",2012-10-31,"Kettle",0
"1654",2012-11-01,"Kettle",0
"1655",2012-11-02,"Kettle",0
"1656",2012-11-03,"Kettle",0
"1657",2012-11-04,"Kettle",0
"1658",2012-11-05,"Kettle",0
"1659",2012-11-06,"Kettle",0
"1660",2012-11-07,"Kettle",0
"1661",2012-11-08,"Kettle",0
"1662",2012-11-09,"Kettle",0
"1663",2012-11-10,"Kettle",0
"1664",2012-11-11,"Kettle",0
"1665",2012-11-12,"Kettle",0
"1666",2012-11-13,"Kettle",0
"1667",2012-11-14,"Kettle",0
"1668",2012-11-15,"Kettle",0
"1669",2012-11-16,"Kettle",0
"1670",2012-11-17,"Kettle",0
"1671",2012-11-18,"Kettle",0
"1672",2012-11-19,"Kettle",0
"1673",2012-11-20,"Kettle",0
"1674",2012-11-21,"Kettle",0
"1675",2012-11-22,"Kettle",0
"1676",2012-11-23,"Kettle",0
"1677",2012-11-24,"Kettle",0
"1678",2012-11-25,"Kettle",0
"1679",2012-11-26,"Kettle",0
"1680",2012-11-27,"Kettle",0
"1681",2012-11-28,"Kettle",0
"1682",2012-11-29,"Kettle",0
"1683",2012-11-30,"Kettle",0
"1684",2012-12-01,"Kettle",0
"1685",2012-12-02,"Kettle",0
"1686",2012-12-03,"Kettle",0
"1687",2012-12-04,"Kettle",0
"1688",2012-12-05,"Kettle",0
"1689",2012-12-06,"Kettle",0
"1690",2012-12-07,"Kettle",0
"1691",2012-12-08,"Kettle",0
"1692",2012-12-09,"Kettle",0
"1693",2012-12-10,"Kettle",0
"1694",2012-12-11,"Kettle",0
"1695",2012-12-12,"Kettle",0
"1696",2012-12-13,"Kettle",0
"1697",2012-12-14,"Kettle",0
"1698",2012-12-15,"Kettle",0
"1699",2012-12-16,"Kettle",0
"1700",2012-12-17,"Kettle",0
"1701",2012-12-18,"Kettle",0
"1702",2012-12-19,"Kettle",0
"1703",2012-12-20,"Kettle",0
"1704",2012-12-21,"Kettle",0
"1705",2012-12-22,"Kettle",0
"1706",2012-12-23,"Kettle",0
"1707",2012-12-24,"Kettle",0
"1708",2012-12-25,"Kettle",0
"1709",2012-12-26,"Kettle",0
"1710",2012-12-27,"Kettle",0
"1711",2012-12-28,"Kettle",0
"1712",2012-12-29,"Kettle",0
"1713",2012-12-30,"Kettle",0
"1714",2012-12-31,"Kettle",0
"1715",2013-01-01,"Kettle",0
"1716",2013-01-02,"Kettle",0
"1717",2013-01-03,"Kettle",0
"1718",2013-01-04,"Kettle",0
"1719",2013-01-05,"Kettle",0
"1720",2013-01-06,"Kettle",0
"1721",2013-01-07,"Kettle",0
"1722",2013-01-08,"Kettle",0
"1723",2013-01-09,"Kettle",0
"1724",2013-01-10,"Kettle",0
"1725",2013-01-11,"Kettle",0
"1726",2013-01-12,"Kettle",0
"1727",2013-01-13,"Kettle",0
"1728",2013-01-14,"Kettle",0
"1729",2013-01-15,"Kettle",0
"1730",2013-01-16,"Kettle",0
"1731",2013-01-17,"Kettle",0
"1732",2013-01-18,"Kettle",0
"1733",2013-01-19,"Kettle",0
"1734",2013-01-20,"Kettle",0
"1735",2013-01-21,"Kettle",0
"1736",2013-01-22,"Kettle",0
"1737",2013-01-23,"Kettle",0
"1738",2013-01-24,"Kettle",0
"1739",2013-01-25,"Kettle",0
"1740",2013-01-26,"Kettle",0
"1741",2013-01-27,"Kettle",0
"1742",2013-01-28,"Kettle",0
"1743",2013-01-29,"Kettle",0
"1744",2013-01-30,"Kettle",0
